#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S00287	1962 XI 1	"Sputnik ""Cosmos-4"""	1962 Apr 26	1962 Apr 29	1962 Apr 29	1962 Apr 29 0910?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	-	SU	A/AC.105/INF.006	-	298	330	65.0	1962 Apr 26	285	317	65.00	-
S00290	1962 RHO 1	-	1962 Apr 29	1962 May  5	1962 May  5	1962 May  5	-	CORONA M	-	-	-	D	IMG	S	-	P	US	A/AC.105/INF.007	91.1	157	494	73.2	-	0	0	0.00	"Neutron albedo, particles"
S00292	1962 SIG 1	-	1962 May 15	1962 May 19	1962 May 19	1962 May 19	-	CORONA ARGON	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.010	94.0	297	635	82.3	-	0	0	0.00	-
S00295	1962 TAU 1	[Mercury-Atlas VII]	1962 May 24	1962 May 24	1962 May 24	1962 May 24 1741	-	Mercury MA	-	-	D	C	SS	S	-	-	US	A/AC.105/INF.010	-	-	-	-	1962 May 24	-151	172	32.70	-
S00297	1962 UPS 1	Cosmos 5	1962 May 28	1962 Oct 25?	1962 Oct 25?	1962 Oct 25?	-	MS	-	-	-	D	TECH	S	-	P*	SU	A/AC.105/INF.009	-	203	1600	49.1	1962 Jun  2	192	1578	49.13	Radiation belts
S00302	1962 PHI 1	-	1962 May 30	1962 Jun  2	1962 Jun  2	1962 Jun  2	-	CORONA M	-	-	-	D	IMG	S	-	P/RFA	US	A/AC.105/INF.010	89.9	196	341	74.1	-	0	0	0.00	Harvard Space Radio Proj
S00304	1962 CHI 1	-	1962 Jun  2	1962 Jun  5	1962 Jun  5	1962 Jun  5	-	CORONA M	-	-	-	D	IMG	S	-	P/RFA	US	A/AC.105/INF.011	90.0	189	351	74.2	-	0	0	0.00	Harvard Space Radio Proj
S00305	1962 CHI 2	[Oscar II]	1962 Jun  2	1962 Jun 20	1962 Jun 20	1962 Jun 20	-	OSCAR	-	-	-	A	COM	S	-	-	US	A/AC.105/INF.011	89.3	192	286	74.3	1962 Jun 10	191	342	74.29	-
S00307	1962 PSI	-	1962 Jun 17	1962 Jun 18	1962 Jun 18	1962 Jun 18	-	SAMOS E-6	-	-	D	D	IMG	S	-	-	US	A/AC.105/INF.013	-	-	-	-	1962 Jun 18	219	232	96.30	-
S00308	1962 OME 1	-	1962 Jun 18	1962 Jun 20	1962 Jun 20	1962 Jun 20	-	SAMOS F-2	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.013	92.4	367	408	82.1	-	0	0	0.00	-
S00309	1962 A ALP 1	[Tiros V]	1962 Jun 19	1963 May  5	1963 May  5	1963 May  5	-	Tiros E	-	-	-	C	MET	S	-	-	US	A/AC.105/INF.013	100.5	586	976	58.1	1962 Jul 20	586	976	58.07	-
S00315	1962 A BET	-	1962 Jun 23	1962 Jul  4	1962 Jul  4	1962 Jul  4	-	CORONA M	-	-	-	D	IMG	S	-	P/RFA	US	A/AC.105/INF.013	89.0	209	241	75.1	-	0	0	0.00	Harvard Space Radio Proj
S00316	1962 A GAM	-	1962 Jun 28	1962 Jul  2	1962 Jul  2	1962 Jul  2	-	CORONA M	-	-	-	D	IMG	S	-	P/RFA/F/MM	US	A/AC.105/INF.013	93.6	210	640	76.0	-	0	0	0.00	Harvard Space Radio Proj
S00338	1962 A DEL 1	Cosmos 6	1962 Jun 30	1962 Jul  6	1962 Jul  6	1962 Jul  6	-	DS-P1	-	-	-	D	CAL	S	-	P	SU	A/AC.105/INF.012	-	274	360	49.0	1962 Jul  9	259	340	48.97	Radiation belts
S00340	1962 A EPS 1	[Telstar I]	1962 Jul 10	1963 Feb 21	1963 Feb 21	1963 Feb 21	-	TSX	-	-	-	B	COM	S	-	-	US	A/AC.105/INF.014	157.6	948	5636	44.8	1962 Jul 25	950	5638	44.78	-
S00342	1962 A ZET 1	-	1962 Jul 18	1962 Jul 19	1962 Jul 19	1962 Jul 19	-	SAMOS E-6	-	-	D	D	IMG	S	-	-	US	A/AC.105/INF.015	-	-	-	-	1962 Jul 20	180	241	96.13	-
S00343	1962 A ZET 2	FTV 2403 RV	1962 Jul 18	1962 Jul 19	1962 Jul 19	1962 Jul 19	-	SAMOS E-6 RV	-	-	-	D	IMG	F	-	-	-	-	-	-	-	-	1962 Jul 23	166	218	96.11	-
S00344	1962 A ETA	-	1962 Jul 21	1962 Jul 26	1962 Jul 26	1962 Jul 26	-	CORONA M	-	-	-	D	IMG	S	-	P/RFA	US	A/AC.105/INF.015	90.0	197	351	70.3	-	0	0	0.00	Harvard Space Radio Proj
S00345	1962 A THE	-	1962 Jul 28	1962 Aug  1	1962 Aug  1	1962 Aug  1	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.015	90.7	208	404	71.1	-	0	0	0.00	-
S00346	1962 A IOT 1	Cosmos 7	1962 Jul 28	1962 Aug  1	1962 Aug  1	1962 Aug  1 0815?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	-	SU	A/AC.105/INF.018	-	210	369	65.0	1962 Jul 30	202	353	64.95	-
S00360	1962 A KAP 1	-	1962 Aug  2	1962 Aug  6	1962 Aug  6	1962 Aug  6	-	CORONA M	-	-	D	D	IMG	S	-	P/MM	US	A/AC.105/INF.016	90.0	194	352	82.3	1962 Aug  9	202	410	82.25	"Micrometeors, particles"
S00361	1962 A LAM	FTV 2404	1962 Aug  5	1962 Aug  6	1962 Aug  6	1962 Aug  6	-	SAMOS E-6	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.016	-	-	-	-	-	0	0	0.00	-
S00363	1962 A MU 1	Vostok 3	1962 Aug 11	1962 Aug 15	1962 Aug 15	1962 Aug 15 0644	-	Vostok3A	-	-	D	C	SS	S	-	P/BIO	SU	A/AC.105/INF.018	-	183	251	65.0	1962 Aug 14	159	201	64.96	"Rad. dose, spectra"
S00365	1962 A NU 1	Vostok 4	1962 Aug 12	1962 Aug 15	1962 Aug 15	1962 Aug 15 0651	-	Vostok3A	-	-	D	C	SS	S	-	P/BIO	SU	A/AC.105/INF.018	-	180	254	65.0	1962 Aug 14	164	211	65.00	"Rad. dose, spectra"
S00367	1962 A XI 1	Cosmos 8	1962 Aug 18	1962 Aug 23	1962 Aug 23	1962 Aug 23	-	DS-K-8	-	-	-	D	TECH?	U	-	MM	SU	A/AC.105/INF.018	-	256	604	49.0	1962 Aug 23	247	596	49.01	Micrometeors
S00369	1962 A OMI 1	-	1962 Aug 23	1963 Jun 11	1963 Jun 11	1963 Jun 11	-	P35	-	-	-	D	MET	U	-	-	US	A/AC.105/INF.017	99.6	625	845	98.6	1962 Aug 30	625	847	98.60	-
S00371	1962 A PI 1	-	1962 Aug 25	1962 Aug 25	1962 Aug 25	1962 Aug 25	-	2MV	-	-	-	C	PLAN	F	-	PL	[SU]	-	-	-	-	-	-	0	0	0.00	"Venus probe, failed"
S00374	1962 A RHO 1	[Mariner 2]	1962 Aug 27	1963 Jan  2	1963 Jan  2	1963 Jan  2	-	Mariner	-	-	-	C	PLAN	S	-	PL	US	A/AC.105/INF.017	-	-	-	-	-	0	0	0.00	Venus flyby
S00377	1962 A SIG	-	1962 Aug 29	1962 Sep  2	1962 Sep  2	1962 Sep  2	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.017	90.4	184	402	65.2	-	0	0	0.00	-
S00381	1962 A TAU 1	-	1962 Sep  1	1962 Sep  1	1962 Sep  1	1962 Sep  1	-	2MV	-	-	-	C	PLAN	F	-	PL	[SU]	-	-	-	-	-	-	0	0	0.00	"Venus probe, failed"
S00385	1962 A UPS	FTV 1132	1962 Sep  1	1962 Sep  6	1962 Sep  6	1962 Sep  6	-	CORONA ARGON	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.019	-	-	-	-	-	0	0	0.00	-
S00389	1962 A PHI 1	-	1962 Sep 12	1962 Sep 12	1962 Sep 12	1962 Sep 12	-	2MV	-	-	-	C	PLAN	F	-	PL	[SU]	-	-	-	-	-	-	0	0	0.00	"Venus probe, failed"
S00396	1962 A CHI	-	1962 Sep 17	1962 Sep 19	1962 Sep 19	1962 Sep 19	-	CORONA M	-	-	-	D	IMG	S	-	P	US	A/AC.105/INF.020	92.8	199	617	81.9	-	0	0	0.00	Particles
S00397	1962 A PSI 1	[Tiros VI]	1962 Sep 18	1963 Oct 12	1963 Oct 12	1963 Oct 12	-	Tiros E	-	-	-	C	MET	S	-	-	US	A/AC.105/INF.020	98.7	681	716	58.3	1962 Sep 24	680	716	58.29	-
S00422	1962 A OME 1	Cosmos 9	1962 Sep 27	1962 Oct  1	1962 Oct  1	1962 Oct  1 0923	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	P	SU	A/AC.105/INF.024	-	301	358	65.0	1962 Sep 29	298	341	64.99	Particles
S00424	1962 B ALP 1	[Alouette]	1962 Sep 29	1971 Dec 16	1971 Dec 16	1971 Dec 16	-	Alouette	-	-	-	C	SCI	S	-	ION/RFA*	US*	A/AC.105/INF.020	105.5	1004	1029	80.5	1962 Oct 10	1002	1030	80.47	Ionospheric sounder
S00426	1962 B ALP 2	[TAVE]	1962 Sep 29	1962 Sep 29	1962 Sep 29	1962 Sep 29	-	NASA Small	-	-	-	C	TECH	S	-	-	US	A/AC.105/INF.020	105.5	1001	1026	80.5	-	0	0	0.00	-
S00427	1962 B BET	-	1962 Sep 29	1962 Oct  3	1962 Oct  3	1962 Oct  3	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.020	90.3	191	388	65.4	-	0	0	0.00	-
S00432	1962 B GAM 1	[Explorer XIV]	1962 Oct  2	1963 Aug 11	1963 Aug 11	1963 Aug 11	-	Explorer EPE	-	-	-	C	SCI	S	-	P/F*	US	A/AC.105/INF.021	2185.0	281	98533	33.0	1964 Oct 20	914	96952	33.60	Magnetosphere
S00433	1962 B DEL 1	[Sigma 7]	1962 Oct  3	1962 Oct  3	1962 Oct  3	1962 Oct  3 2128	-	Mercury MA	-	-	D	C	SS	S	-	P	US	A/AC.105/INF.021	-	-	-	-	1962 Oct  3	152	282	32.55	"Radiation, Earth imaging"
S00436	1962 B EPS	FTV 1134	1962 Oct  9	1962 Oct 14	1962 Oct 14	1962 Oct 14	-	CORONA ARGON	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.021	-	-	-	-	-	0	0	0.00	-
S00437	1962 B ZET 1	Cosmos 10	1962 Oct 17	1962 Oct 21	1962 Oct 21	1962 Oct 21 0750	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	P	SU	A/AC.105/INF.024	-	210	380	65.0	1962 Oct 17	198	370	65.00	Particles
S00439	1962 B ETA 1	[Ranger V]	1962 Oct 18	1962 Oct 21?	1962 Oct 21?	1962 Oct 21?	-	Ranger II	-	-	-	C	PLAN	F	-	PL	US	A/AC.105/INF.022	-	-	-	-	-	0	0	0.00	"Lunar probe, missed"
S00441	1962 B THE 1	Cosmos 11	1962 Oct 20	1962 Oct 28	1962 Oct 28	1962 Oct 28	-	DS-A1	-	-	-	C	SCI	S	-	ION/P*	SU	A/AC.105/INF.024	-	245	921	49.0	1962 Oct 22	235	907	48.96	Ionosphere
S00443	1962 B IOT 1	-	1962 Oct 24	1962 Oct 24	1962 Oct 24	1962 Oct 24	-	2MV	-	-	-	C	PLAN	F	-	PL	[SU]	-	-	-	-	-	1962 Oct 24	203	262	65.11	"Mars probe, failed"
S00444	1962 B KAP	-	1962 Oct 26	1962 Dec 13	1962 Dec 13	1962 Dec 13	-	CORONA E	-	-	-	D	SCI	S	-	P/F*	US	A/AC.105/INF.022	147.8	194	5569	71.4	-	0	0	0.00	Studied artificial rad belt
S00445	1962 B LAM 1	[Explorer XV]	1962 Oct 27	1963 Feb  9	1963 Feb  9	1963 Feb  9	-	Explorer EPE	-	-	-	C	SCI	S	-	P/F*	US	A/AC.105/INF.022	314.8	302	17625	18.0	1962 Nov  1	302	17632	18.02	Studied artificial rad belt
S00446	1962 B MU 1	[Anna 1B]	1962 Oct 31	1965 Jun  1	1965 Jun  1	1965 Jun  1	-	ANNA	-	-	-	D	GEOD	S	-	GEOD	US	A/AC.105/INF.022	107.8	1078	1181	50.1	1962 Nov  7	1082	1176	50.11	Geodesy
S00450	1962 B NU 3	Mars 1	1962 Nov  1	1963 Mar 21	1963 Mar 21	1963 Mar 21	-	2MV	-	-	-	C	PLAN	F	-	PL	SU	A/AC.105/INF.024	-	-	-	-	-	0	0	0.00	"Mars probe, failed"
S00451	1962 B XI 1	-	1962 Nov  4	1962 Nov  4	1962 Nov  4	1962 Nov  4	-	2MV	-	-	-	C	PLAN	F	-	PL	[SU]	-	-	-	-	-	-	0	0	0.00	"Mars probe, failed"
S00453	1962 B OMI	-	1962 Nov  5	1962 Nov 10	1962 Nov 10	1962 Nov 10	-	CORONA M	-	-	-	D	IMG	S	-	P	US	A/AC.105/INF.023	90.6	198	405	75.0	-	0	0	0.00	Particles
S00455	1962 B PI	-	1962 Nov 11	1962 Nov 12	1962 Nov 12	1962 Nov 12	-	SAMOS E-6	-	-	D	D	IMG	S	-	-	US	A/AC.105/INF.023	-	-	-	-	1962 Nov 11	216	235	96.11	-
S00481	1962 B RHO	-	1962 Nov 24	1962 Nov 29	1962 Nov 29	1962 Nov 29	-	CORONA M	-	-	-	D	IMG	S	-	P	US	A/AC.105/INF.025	89.8	207	325	65.2	-	0	0	0.00	Particles
S00490	1962 B SIG	-	1962 Dec  4	1962 Dec  6	1962 Dec  6	1962 Dec  6	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.026	-	-	-	-	-	0	0	0.00	-
S00502	1962 B TAU 1	[POPPY 1A]	1962 Dec 13	1965 May  4	1965 Dec	1965 Dec	-	POPPY	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.026	116.2	246	2774	70.4	1962 Dec 17	232	2788	70.36	-
S00503	1962 B UPS 1	[Relay One]	1962 Dec 13	1965 Feb 10	1965 Feb 10	1965 Feb 10	-	Relay	-	-	-	C	COM	S	-	-	US	A/AC.105/INF.026	184.9	1298	7456	47.8	1962 Dec 17	1335	7423	47.48	-
S00504	1962 B TAU 2	[Injun 3]	1962 Dec 13	1963 Nov 20	1963 Nov 20	1963 Nov 20	-	Injun	-	-	-	C	SCI	S	-	P	US	A/AC.105/INF.026	116.3	246	2782	70.3	1962 Dec 17	248	2780	70.34	Particles
S00505	1962 B PHI	FTV 1156	1962 Dec 14	1962 Dec 18	1962 Dec 18	1962 Dec 18	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.026	-	-	-	-	-	0	0	0.00	-
S00506	1962 B CHI	[Explorer XVI]	1962 Dec 16	1963 Jul 25	1963 Jul 25	1963 Jul 25	-	Explorer MME	-	-	-	C	SCI	S	-	MM*	US	A/AC.105/INF.027	104.3	748	1181	52.0	-	0	0	0.00	Micrometeors
S00507	1962 B TAU 3	-	1962 Dec 13	1962 Dec 13	1962 Dec 13	1962 Dec 13	-	NRL Cal	-	-	-	D	CAL	S	-	-	US	A/AC.105/INF.026	115.6	225	2735	70.3	1962 Dec 16	224	2765	70.29	-
S00508	1962 B TAU 4	-	1962 Dec 13	1965 Dec	1965 Dec	1965 Dec	-	SURCAL	-	-	-	D	CAL	S	-	-	US	A/AC.105/INF.026	116.2	233	2782	70.4	1962 Dec 20	214	2796	70.30	-
S00509	1962 B PSI 1	[Transit 5A]	1962 Dec 19	1962 Dec 19	1962 Dec 19	1962 Dec 19	-	Transit 5	-	-	-	D	NAV	F	-	-	US	A/AC.105/INF.027	99.2	705	726	90.6	1962 Dec 23	688	737	90.63	-
S00513	1962 B TAU 5	[POPPY 1B]	1962 Dec 13	1965 Dec	1965 Dec	1965 Dec	-	POPPY	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.027	116.0	234	2765	70.3	1962 Dec 19	230	2787	70.33	-
S00517	1962 B OME 1	Cosmos 12	1962 Dec 22	1962 Dec 30	1962 Dec 30	1962 Dec 30 0728?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	P	SU	A/AC.105/INF.034	-	211	405	65.0	1962 Dec 24	201	389	64.92	Particles
S00520	1962 B TAU 6	-	1962 Dec 13	1962 Dec 16?	1962 Dec 16?	1962 Dec 16?	-	AFTRACK	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.027	116.0	248	2769	70.4	-	0	0	0.00	[Registered as debris]
S00522	1963-001B	-	1963 Jan  4	1963 Jan  4	1963 Jan  4	1963 Jan  4	-	E-6	-	-	M	C	PLAN	F	NIP-10 Simferopol	PL	[SU]	-	-	-	-	-	1963 Jan  7	180	196	64.75	"Lunar probe, missed"
S00525	1963-002A	-	1963 Jan  7	1963 Jan 11	1963 Jan 11	1963 Jan 11	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.029	90.5	210	394	82.0	-	0	0	0.00	-
S00527	1963-003A	-	1963 Jan 16	1963 Jan 18	1963 Jan 18	1963 Jan 18	-	SAMOS F-2	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.030	94.7	480	519	82.0	-	0	0	0.00	-
S00533	1963-005A	-	1963 Feb 19	1964 Jan	1964 Jan	1964 Jan	-	P35	-	-	-	D	MET	S	-	-	US	A/AC.105/INF.032	97.8	491	801	100.5	1963 Feb 23	504	796	100.51	-
S00553	1963-004A	[Syncom I]	1963 Feb 14	1963 Feb 14	1963 Feb 14	1963 Feb 14	-	Syncom	-	-	M	C	COM	F	-	-	US	A/AC.105/INF.031	1426.6	34185	37021	33.5	1963 Oct 14	34181	37014	33.51	-
S00554	1963-006A	Cosmos 13	1963 Mar 21	1963 Mar 29	1963 Mar 29	1963 Mar 29 0635?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	-	SU	A/AC.105/INF.034	-	205	337	65.0	1963 Mar 27	196	321	64.91	-
S00562	1963-007A	-	1963 Apr  1	1963 Apr  5	1963 Apr  5	1963 Apr  5	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.037	90.6	207	409	75.4	-	0	0	0.00	-
S00564	1963-009A	[Explorer XVII]	1963 Apr  3	1963 Oct  7	1963 Oct  7	1963 Oct  7	-	Explorer AE	-	-	-	C	SCI	S	-	ATM*	US	A/AC.105/INF.037	96.4	255	916	57.6	1963 Apr 11	247	922	57.58	Aeronomy satellite
S00566	1963-008B	Luna 4	1963 Apr  2	1963 Apr 15	1963 Apr 15	1963 Apr 15	-	E-6	-	-	M	C	PLAN	F	-	PL	SU	A/AC.105/INF.034	-	-	-	-	1963 Apr  2	146	461902	64.67	"Lunar probe, missed"
S00567	1963-010A	Kosmos-14	1963 Apr 13	1963?	1963?	1963?	-	Omega-1	-	-	-	C	TECH	S	-	-	SU	A/AC.105/INF.036	-	265	512	49.0	1963 Apr 17	257	490	48.90	-
S00569	1963-011A	Kosmos-15	1963 Apr 22	1963 Apr 27	1963 Apr 27	1963 Apr 27 0645?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	-	SU	A/AC.105/INF.036	-	173	371	65.0	1963 Apr 25	166	349	64.93	-
S00571	1963-012A	Kosmos-16	1963 Apr 28	1963 May  8	1963 May  8	1963 May  8 0650?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	P	SU	A/AC.105/INF.036	-	207	401	65.0	1963 May  7	192	381	64.98	Particles
S00573	1963-013A	[Telstar II]	1963 May  7	1965 May  7	1965 May  7	1965 May  7	-	TSX	-	-	-	B	COM	S	-	-	US	A/AC.105/INF.040	225.0	867	10797	43.7	1963 May 13	970	10803	42.73	-
S00574	1963-014A	-	1963 May  9	1963 Jun 25	1963 Jun 25	1963 Jun 25	-	Midas ETS-III	-	-	-	D	EW	S	-	-	US	A/AC.105/INF.040	166.6	3627	3694	87.4	-	0	0	0.00	-
S00576	1963-015A	[Faith 7]	1963 May 15	1963 May 16	1963 May 16	1963 May 16 2324	-	Mercury MA	-	-	D	C	SS	S	-	ATM	US	A/AC.105/INF.040	88.7	161	268	32.6	1963 May 16	-187	191	32.54	"Airglow, radiation"
S00578	1963-016A	-	1963 May 18	1963 May 20	1963 May 20	1963 May 20	-	LANYARD	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.041	-	-	-	-	-	0	0	0.00	-
S00579	1963-014B	-	1963 May  9	1963 Aug  9	1963 Aug  9	1963 Aug  9	-	TRS I	-	-	-	D	TECH	S	-	-	US	A/AC.105/INF.040	166.5	3615	3705	87.4	1963 May 13	3603	3687	87.43	-
S00580	1963-017A	Cosmos 17	1963 May 22	1963 May 30	1963 May 30	1963 May 30	-	DS-A1	-	-	-	D	EW	S	-	ION/P*	SU	A/AC.105/INF.039	-	260	788	49.0	1963 May 25	248	777	49.01	Ionosphere
S00586	1963-018A	Cosmos 18	1963 May 24	1963 Jun  2	1963 Jun  2	1963 Jun  2 0748?	-	Zenit-2 LKI	-	-	D	D	IMG	S	-	-	SU	A/AC.105/INF.039	-	209	301	65.0	1963 May 30	203	278	64.91	-
S00589	1963-014D	[DASH]	1963 May  9	1963 May  9	1963 May  9	1963 May  9	-	DASH	-	-	-	D	CAL	S	-	ATM	US	A/AC.105/INF.040	166.5	3606	3683	87.4	1963 May 25	3605	3682	87.42	Drag sphere
S00590	1963-019A	-	1963 Jun 12	1963 Jun 16	1963 Jun 16	1963 Jun 16	-	CORONA M	-	-	-	D	IMG	F	-	-	US	A/AC.105/INF.042	90.7	205	425	81.5	-	0	0	0.00	-
S00591	1963-020A	Vostok 5	1963 Jun 14	1963 Jun 19	1963 Jun 19	1963 Jun 19 1059	-	Vostok3A	-	-	D	C	SS	S	-	P/BIO	SU	A/AC.105/INF.039	-	175	222	65.0	1963 Jun 18	160	165	64.92	"Rad. dose, spectra"
S00593	1963-021A	-	1963 Jun 15	1963 Jul 20	1963 Jul 20	1963 Jul 20	-	AFTRACK	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.042	95.2	178	883	69.9	-	0	0	0.00	[Registered as debris]
S00594	1963-022A	-	1963 Jun 16	1974 Aug 14	1974 Aug 14	1974 Aug 14	-	Transit 5	-	-	-	D	NAV	S	-	-	US	A/AC.105/INF.043	100.7	747	852	90.0	1963 Jun 18	723	765	90.02	-
S00595	1963-023A	Vostok 6	1963 Jun 16	1963 Jun 19	1963 Jun 19	1963 Jun 19 0815	-	Vostok3A	-	-	D	C	SS	S	-	P/BIO	SU	A/AC.105/INF.039	-	183	233	65.0	1963 Jun 18	164	193	64.92	"Rad. dose, spectra"
S00597	1963-021F	-	1963 Jun 15	1963 Jul  5	1963 Jul  5	1963 Jul  5	-	SURCAL	-	-	-	D	CAL	S	-	-	US	A/AC.105/INF.042	94.9	184	859	69.9	1963 Jun 22	141	770	69.69	-
S00598	1963-021E	-	1963 Jun 15	1963 Jul 27	1963 Jul 27	1963 Jul 27	-	POPPY	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.042	95.0	176	872	69.9	1963 Jun 17	170	907	69.86	-
S00599	1963-021C	[Solar Rad IV]	1963 Jun 15	1963 Aug  1	1963 Aug  1	1963 Aug  1	-	POPPY	-	-	-	D	SIG	S	-	SX*	US	A/AC.105/INF.042	95.1	176	881	69.9	1963 Jun 17	170	910	69.86	Solar X-rays
S00600	1963-021D	-	1963 Jun 15	1963 Jul 30	1963 Jul 30	1963 Jul 30	-	POPPY	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.042	95.2	176	886	69.9	1963 Jun 17	170	911	69.86	-
S00601	1963-021B	[Lofti IIA]	1963 Jun 15	1963 Jul 18	1963 Jul 18	1963 Jul 18	-	Lofti	-	-	-	D	TECH	S	-	-	US	A/AC.105/INF.042	95.2	176	887	69.9	1963 Jun 17	170	912	69.86	-
S00604	1963-024A	[Tiros VII]	1963 Jun 19	1968 Jun  1	1968 Jun  1	1968 Jun  1	-	Tiros E	-	-	-	C	MET	S	-	-	US	A/AC.105/INF.043	97.4	620	652	58.2	1963 Jul  5	617	654	58.20	-
S00608	1963-014C	-	1963 May  9	1963 Aug  6	1963 Aug  6	1963 Aug  6	-	TRS I	-	-	-	D	TECH	S	-	-	US	A/AC.105/INF.040	166.5	3610	3680	87.3	1964 Mar 17	3634	3654	87.35	-
S00609	1963-025A	-	1963 Jun 27	1963 Jul  1	1963 Jul  1	1963 Jul  1	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.043	90.1	204	412	80.8	-	0	0	0.00	-
S00612	1963-026A	-	1963 Jun 28	1963 Jun 29	1963 Jun 29	1963 Jun 29	-	AFCRL	-	-	-	C	SCI	S	-	ATM/P*	US	A/AC.105/INF.043	102.1	430	1304	49.8	-	0	0	0.00	"Atm. composition, ions"
S00613	1963-027A	-	1963 Jun 29	1963 Jul  9	1963 Jul  9	1963 Jul  9	-	SAMOS F-2	-	-	-	D	SIG	S	-	-	US	A/AC.105/INF.043	94.9	502	580	82.4	-	0	0	0.00	-
S00614	1963-025B	[Hitchhiker]	1963 Jun 27	1963 Sep	1963 Sep	1963 Sep	-	EHH A	-	-	-	C	SCI	S	-	P/F*	US	A/AC.105/INF.045	132.6	324	4131	82.1	1963 Jul 20	332	4131	82.14	Magnetosphere
S00618	1963-028A	-	1963 Jul 12	1963 Jul 13	1963 Jul 13	1963 Jul 13	-	AFP-206	-	-	M	D	IMG	S	-	-	US	A/AC.105/INF.045	88.2	179	200	95.4	1963 Jul 17	167	167	95.37	-
S00621	1963-029A	-	1963 Jul 19	1963 Jul 23	1963 Jul 23	1963 Jul 23	-	CORONA M	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.047	89.8	193	332	82.8	-	0	0	0.00	-
S00622	1963-030A	-	1963 Jul 19	1963 Jul 30	1963 Jul 30	1963 Jul 30	-	Midas ETS-III	-	-	-	D	EW	S	-	-	US	A/AC.105/INF.047	167.9	3667	3735	88.4	-	0	0	0.00	-
S00624	1963-030D	-	1963 Jul 19	1963 Jul 19	1963 Jul 19	1963 Jul 19	-	DASH	-	-	-	D	CAL	S	-	-	US	A/AC.105/INF.047	168.0	3662	3752	88.4	1963 Jul 23	3661	3752	88.41	-
S00626	1963-032A	-	1963 Jul 31	1963 Aug  2	1963 Aug  2	1963 Aug  2	-	LANYARD	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.047	90.6	160	465	74.7	-	0	0	0.00	-
S00629	1963-014G	-	1963 May  9	1963 May 15	1963 May 15	1963 May 15	-	Westford TP	-	-	-	D	COM	S	-	-	[US]	-	-	-	-	-	1964 Jan 15	3635	3651	87.33	Package containing West Ford dipoles
S00632	1963-033A	Cosmos 19	1963 Aug  6	1964 Mar 30	1964 Mar 30	1964 Mar 30	-	DS-P1	-	-	-	D	CAL	S	-	-	SU	A/AC.105/INF.046	-	270	519	49.0	1963 Aug 28	273	483	48.97	-
S00634	1963-031A	[Syncom II]	1963 Jul 26	1969 Apr	1969 Apr	1969 Apr	-	Syncom	-	-	M	C	COM	S	-	-	US	A/AC.105/INF.047	1454.1	35584	36693	33.1	1995 Jul 19	35752	35833	24.87	-
S00635	1963-030B	-	1963 Jul 19	1963 Nov  7	1963 Nov  7	1963 Nov  7	-	TRS I	-	-	-	D	TECH	S	-	-	US	A/AC.105/INF.047	167.9	3671	3741	88.4	1963 Aug 11	3665	3736	88.41	-
S00636	1963-034A	-	1963 Aug 25	1963 Sep  6	1963 Sep  6	1963 Sep  6	-	CORONA J	-	-	-	D	IMG	S	-	-	US	A/AC.105/INF.049	89.5	169	326	75.0	-	0	0	0.00	-
