#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S59058	2024-039H	SITRO-AIS-34	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	482	504	97.4	2024 Mar  2	485	509	97.38	-
S59059	2024-039J	SITRO-AIS-36	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	481	505	97.4	2024 Mar  2	485	509	97.38	-
S59060	2024-039K	SITRO-AIS-49	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	480	505	97.4	2024 Mar  2	485	509	97.38	-
S59061	2024-039L	SITRO-AIS-50	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	480	506	97.4	2024 Mar  2	485	509	97.38	-
S59062	2024-039M	SITRO-AIS-51	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	480	507	97.4	2024 Mar  2	485	509	97.38	-
S59063	2024-039N	SITRO-AIS-52	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.4	480	507	97.4	2024 Mar  2	485	508	97.38	-
S59064	2024-039P	Zorkiy-2M	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	IMG	S	-	-	RU	ST/SG/SER.E/1194	94.4	481	508	97.4	2024 Mar  2	485	508	97.38	-
S59065	2024-039Q	Pars-1	2024 Feb 29	2024 Feb 29	*	*	-	Iran	-	-	-	C	IMG	S	-	-	[IR]	-	-	-	-	-	2024 Mar  2	484	503	97.38	-
S59066	2024-039R	SITRO-AIS-25	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	97.0	509	739	97.4	2024 Mar  2	502	748	95.39	-
S59067	2024-039S	SITRO-AIS-26	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	97.0	507	738	97.4	2024 Mar  2	502	748	95.39	-
S59068	2024-039T	SITRO-AIS-27	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	97.0	505	737	97.4	2024 Mar  2	502	747	95.39	-
S59069	2024-040A	HWGGW 1	2024 Feb 29	2024 Feb 29	*	*	-	Hulianwang GG	-	-	-	C	COM	S	-	-	[CN]	-	-	-	-	-	2024 Mar 13	35775	35799	0.06	-
S59071	2024-039U	SITRO-AIS-28	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	97.0	502	738	97.4	2024 Mar  2	502	747	95.39	-
S59072	2024-039V	Gabaritno-massoviy maketa	2024 Feb 29	2024 Feb 29	*	*	-	SferaCon	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	88.9	744	754	99.8	2024 Mar  4	731	752	89.00	-
S59074	2024-041A	Starlink-31265	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59075	2024-041B	Starlink-31276	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59076	2024-041C	Starlink-31259	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59077	2024-041D	Starlink-31281	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59078	2024-041E	Starlink-31274	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	486	489	43.00	-
S59079	2024-041F	Starlink-31257	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	486	489	43.00	-
S59080	2024-041G	Starlink-31299	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	91.5	350	351	43.0	2024 Oct 13	443	445	43.00	-
S59081	2024-041H	Starlink-31292	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59082	2024-041J	Starlink-31286	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	486	489	43.00	-
S59083	2024-041K	Starlink-31252	2024 Feb 29	2024 Sep  3	2024 Sep  3	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	91.5	345	348	43.0	2024 Sep  5	436	441	43.00	-
S59084	2024-041L	Starlink-31261	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59085	2024-041M	Starlink-31290	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	488	43.00	-
S59086	2024-041N	Starlink-31279	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59087	2024-041P	Starlink-31266	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	488	43.00	-
S59088	2024-041Q	Starlink-31313	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59089	2024-041R	Starlink-31307	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59090	2024-041S	Starlink-31316	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	443	445	43.00	-
S59091	2024-041T	Starlink-31352	2024 Feb 29	2024 Mar  9	2024 Mar  9	2024 Mar  9	-	Starlink 2M S2	6 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	90.5	297	302	43.0	2024 Mar 11	314	315	43.00	-
S59092	2024-041U	Starlink-31310	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59093	2024-041V	Starlink-31343	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	486	489	43.00	-
S59094	2024-041W	Starlink-31302	2024 Feb 29	2024 Feb 29	2024 Jul 10	2024 Aug 16	-	Starlink 2M S2	6 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	90.8	312	317	43.0	2024 Aug 18	289	294	42.97	-
S59095	2024-041X	Starlink-31295	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	488	43.00	-
S59096	2024-041Y	Starlink-31291	2024 Feb 29	2024 Feb 29	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.6	400	402	43.0	2024 Oct 13	487	489	43.00	-
S59097	2024-042A	Dragon Endeavour (Crew-8)	2024 Mar  4	2024 Oct 25	2024 Oct 25	2024 Oct 25 0729:02	-	Dragon 2	-	P	M	B	SS	S	-	-	[US]	-	-	-	-	-	2024 Oct 12	411	423	51.64	-
S59098	2024-043A	HORACIO	2024 Mar  4	2024 Mar  4	*	*	-	Satlantis	-	-	-	B	IMG	S	-	-	[E]	-	-	-	-	-	2024 Mar 13	587	603	97.75	-
S59099	2024-043B	MuSat-2	2024 Mar  4	2024 Mar  4	*	*	-	Muon	-	-	-	B	IMG	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	588	601	97.75	-
S59100	2024-043C	ICEYE-X38	2024 Mar  4	2024 Mar  4	*	*	-	ICEYE	-	P	-	B	IMG-R	S	-	-	[FI]	-	-	-	-	-	2024 Mar 13	588	601	97.75	-
S59101	2024-043D	MethaneSat	2024 Mar  4	2024 Mar  4	*	*	-	MethaneSat	-	-	-	A	EOSCI	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	587	600	97.75	-
S59102	2024-043E	ICEYE-X37	2024 Mar  4	2024 Mar  4	*	*	-	ICEYE	-	P	-	B	IMG-R	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	586	599	97.75	-
S59103	2024-043F	ICEYE-X36	2024 Mar  4	2024 Mar  4	*	*	-	ICEYE	-	P	-	B	IMG-R	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	587	598	97.74	-
S59104	2024-043G	Pony Express-2 SV2	2024 Mar  4	2024 Mar  4	*	*	-	Tyvak	-	-	-	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	587	598	97.74	-
S59105	2024-043H	Pony Express-2 SV1	2024 Mar  4	2024 Mar  4	*	*	-	Tyvak	-	-	-	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	586	598	97.75	-
S59106	2024-043J	RROCI-2	2024 Mar  4	2024 Mar  4	*	*	-	OriSS	-	-	-	B	MET	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	586	597	97.75	-
S59107	2024-043K	BRO-13	2024 Mar  4	2024 Mar  4	*	*	-	Unseen	-	-	-	B	SIG	S	-	-	[F]	-	-	-	-	-	2024 Mar 13	585	598	97.75	-
S59108	2024-043L	BRO-12	2024 Mar  4	2024 Mar  4	*	*	-	Unseen	-	-	-	B	SIG	S	-	-	[F]	-	-	-	-	-	2024 Mar 13	585	597	97.75	-
S59109	2024-043M	PY4 SV3	2024 Mar  4	2024 Mar  4	2024 Mar  4?	2024 Mar  4?	-	Ames	-	-	-	C	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	504	520	97.46	-
S59110	2024-043N	IRIS-F1	2024 Mar  4	2024 Mar  4	*	*	-	NCKU	-	-	-	A	TECH	S	-	-	[TW]	-	-	-	-	-	2024 Mar 13	508	528	97.46	-
S59111	2024-043P	Lace B	2024 Mar  4	2024 Mar  4	*	*	-	Spawar	-	-	-	D	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	523	97.46	-
S59112	2024-043Q	SONATE-2	2024 Mar  4	2024 Mar  4	*	*	-	UWE	-	-	-	A	TECH	S	-	-	[D]	-	-	-	-	-	2024 Mar 13	507	528	97.46	-
S59113	2024-043R	PYXIS	2024 Mar  4	2024 Mar  9	2024 Mar  9	2024 Mar  9 1100	-	AXEL	-	P	-	B	IMG	S	-	-	[J]	-	-	-	-	-	2024 Mar 13	507	527	97.46	-
S59114	2024-043S	Veery-0E	2024 Mar  4	2024 Mar  4	*	*	-	CWX	-	-	-	B	MET	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	528	97.47	-
S59115	2024-043T	Lemur-2 CharlieRose	2024 Mar  4	2024 Mar  4	2024 Nov?	2024 Nov?	-	Spire	3	-	-	B	COM/MET-RO	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	526	97.46	-
S59116	2024-043U	Lemur-2 Feldhus	2024 Mar  4	2024 Mar  4	2024 Nov?	2024 Nov?	-	Spire	3	-	-	B	COM/MET-RO	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	525	97.46	-
S59117	2024-043V	CONTECSAT-1	2024 Mar  4	2024 Mar  4	*	*	-	Contec	-	-	-	B	IMG	S	-	-	KR	ST/SG/SER.E/1189	95.0	510	510	97.4	2024 Mar 13	507	526	97.47	-
S59118	2024-043W	Lace A	2024 Mar  4	2024 Mar  4	*	*	-	Spawar	-	-	-	D	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	525	97.46	-
S59119	2024-043X	PY4 SV4	2024 Mar  4	2024 Mar  4	*	*	-	Ames	-	-	-	C	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	506	523	97.46	-
S59120	2024-043Y	TIGER-8	2024 Mar  4	2024 Mar  4	*	*	-	OQT	-	-	-	B	COM	S	-	-	[L]	-	-	-	-	-	2024 Mar 13	507	525	97.46	-
S59121	2024-043Z	Lynk Tower 5	2024 Mar  4	2024 Mar  4	*	*	-	Lynk	1	-	-	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	525	97.46	-
S59122	2024-043AA	NewSat-44	2024 Mar  4	2024 Mar  4	*	*	-	Satelog	1	-	M	B	IMG	S	-	-	UY	ST/SG/SER.E/1191	95.0	507	531	97.4	2024 Oct 12	486	502	97.49	-
S59123	2024-043AB	Lynk Tower 6	2024 Mar  4	2024 Mar  4	*	*	-	Lynk	1	-	-	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	525	97.46	-
S59124	2024-043AC	ROSE	2024 Mar  4	2024 Mar  4	*	*	-	Aerospacelab	-	-	-	B	IMG	S	-	-	B	ST/SG/SER.E/1192	95.0	506	524	97.5	2024 Mar 13	507	524	97.46	-
S59125	2024-043AD	Optimus	2024 Mar  4	2024 Mar  4	*	*	-	Space Machines	-	-	-	B	TECH	S	-	-	[AU]	-	-	-	-	-	2024 Mar 13	507	524	97.46	-
S59126	2024-043AE	YAM-6	2024 Mar  4	2024 Mar  4	*	*	-	LOFT	-	-	-	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	508	523	97.46	-
S59127	2024-043AF	Jackal X-1L-001	2024 Mar  4	2024 Mar  4	2024 Mar 20?	2024 Mar 20?	-	True Anomaly	-	-	 -	B	TECH	F	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	528	97.46	-
S59128	2024-043AG	OrbAstro-TR2	2024 Mar  4	2024 Mar  4	*	*	-	OrbAstro	-	-	-	B	TECH	S	-	-	[UK]	-	-	-	-	-	2024 Mar 13	507	524	97.46	-
S59129	2024-043AH	Aries 1	2024 Mar  4	2025 Mar  4	*	*	-	Apex	-	-	 -	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	523	97.46	-
S59130	2024-043AJ	GHOST-5	2024 Mar  4	2024 Mar  4	*	*	-	GHOST	-	-	-	B	IMG	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	523	97.46	-
S59131	2024-043AK	MESON-1	2024 Mar  4	2024 Mar  4	*	*	-	Atomos	-	P	M	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Oct 12	496	512	97.49	-
S59132	2024-043AL	LizzieSat-1	2024 Mar  4	2024 Mar  4	*	*	-	Sidus	-	-	-	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	523	97.46	-
S59133	2024-043AM	GHOST-4	2024 Mar  4	2024 Mar  4	*	*	-	GHOST	-	-	-	B	IMG	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	506	523	97.46	-
S59134	2024-043AN	Jackal X-1L-002	2024 Mar  4	2024 Mar  4	2024 Mar 20?	2024 Mar 20?	-	True Anomaly	-	-	 -	B	TECH	F	-	-	[US]	-	-	-	-	-	2024 Mar 13	507	524	97.46	-
S59135	2024-043AP	FIFI	2024 Mar  4	2024 Mar  4	*	*	-	Aerospacelab	-	-	-	B	SIG	S	-	-	B	ST/SG/SER.E/1192	95.0	506	524	97.5	2024 Mar 13	506	523	97.46	-
S59136	2024-043AQ	RIRI	2024 Mar  4	2024 Mar  4	*	*	-	Aerospacelab	-	-	-	B	SIG	S	-	-	B	ST/SG/SER.E/1192	95.0	506	524	97.5	2024 Mar 13	506	523	97.46	-
S59137	2024-043AR	LOULOU	2024 Mar  4	2024 Mar  4	*	*	-	Aerospacelab	-	-	-	B	SIG	S	-	-	B	ST/SG/SER.E/1192	95.0	506	524	97.5	2024 Mar 13	506	522	97.46	-
S59138	2024-043AS	M3	2024 Mar  4	2024 Mar  4	2024 Apr?	2024 Apr?	-	MUST (Rolla)	-	-	-	A	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	506	520	97.46	-
S59139	2024-043AT	ONDOSAT-OWL-1	2024 Mar  4	2024 Mar  4	2024 Dec?	2024 Dec?	-	ONDO	-	-	-	B	COM	S	-	-	[MN]	-	-	-	-	-	2024 Mar 13	506	520	97.46	-
S59140	2024-043AU	Sentry	2024 Mar  4	2024 Mar  4	*	*	-	Quantum Space	-	-	-	B	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	506	521	97.46	-
S59141	2024-043AV	TIGER-7	2024 Mar  4	2024 Mar  4	*	*	-	OQT	-	-	-	B	COM	S	-	-	[L]	-	-	-	-	-	2024 Mar 13	506	520	97.46	-
S59142	2024-043AW	ONDOSAT-OWL-2	2024 Mar  4	2024 Mar  4	*	*	-	ONDO	-	-	-	B	COM	S	-	-	[MN]	-	-	-	-	-	2024 Mar 13	505	521	97.46	-
S59143	2024-043AX	PY4 SV2	2024 Mar  4	2024 Mar  4	2024 Apr?	2024 Apr?	-	Ames	-	-	-	C	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	504	521	97.47	-
S59144	2024-043AY	PY4 SV1	2024 Mar  4	2024 Mar  4	2024 Mar  4?	2024 Mar  4?	-	Ames	-	-	-	C	TECH	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	504	520	97.46	-
S59145	2024-043AZ	AEROS/MH-1	2024 Mar  4	2024 Mar  4	*	*	-	Aeros CEIIA	-	-	-	B	IMG	S	-	-	[P]	-	-	-	-	-	2024 Mar 13	505	520	97.47	-
S59146	2024-043BA	Lemur-2 JohnnyTruong	2024 Mar  4	2024 Mar  4	*	*	-	Lemur Hubble	-	-	-	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	506	519	97.46	-
S59147	2024-043BB	Lemur-2 Rocinante	2024 Mar  4	2024 Mar  4	*	*	-	Lemur Hubble	-	-	-	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Mar 13	505	519	97.46	-
S59148	2024-043BC	Hammer	2024 Mar  4	2024 Mar  4	*	*	-	OpenCosmos UK	-	-	-	B	IMG	S	-	-	[UK]	-	-	-	-	-	2024 Mar 13	505	519	97.46	-
S59152	2024-044A	Starlink-31312	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59153	2024-044B	Starlink-31308	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59154	2024-044C	Starlink-31270	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	488	43.00	-
S59155	2024-044D	Starlink-31341	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	487	489	43.00	-
S59156	2024-044E	Starlink-31338	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59157	2024-044F	Starlink-31334	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59158	2024-044G	Starlink-31297	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	488	43.00	-
S59159	2024-044H	Starlink-31182	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59160	2024-044J	Starlink-31327	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	488	43.00	-
S59161	2024-044K	Starlink-31256	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59162	2024-044L	Starlink-31272	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59163	2024-044M	Starlink-31278	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59164	2024-044N	Starlink-31309	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59165	2024-044P	Starlink-31325	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	488	43.00	-
S59166	2024-044Q	Starlink-31342	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59167	2024-044R	Starlink-31298	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59168	2024-044S	Starlink-31322	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	488	43.00	-
S59169	2024-044T	Starlink-31329	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	487	489	43.00	-
S59170	2024-044U	Starlink-31340	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59171	2024-044V	Starlink-31344	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59172	2024-044W	Starlink-31348	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59173	2024-044X	Starlink-31289	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	486	489	43.00	-
S59174	2024-044Y	Starlink-31283	2024 Mar  4	2024 Mar  4	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59175	2023-174DK	EXO-0	2023 Nov 11	2024 Feb 28	*	*	-	Exotrail	-	-	-	B	TECH	S	-	-	[F]	-	-	-	-	-	2024 Mar  7	512	529	97.47	-
S59178	2024-045A	Starlink-31439	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59179	2024-045B	Starlink-31410	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59180	2024-045C	Starlink-31395	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	444	43.00	-
S59181	2024-045D	Starlink-31486	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	443	444	43.00	-
S59182	2024-045E	Starlink-31411	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59183	2024-045F	Starlink-31347	2024 Mar 10	2024 Sep 13	2024 Sep 22	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	410	424	43.00	-
S59184	2024-045G	Starlink-31382	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59185	2024-045H	Starlink-31394	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	443	444	43.00	-
S59186	2024-045J	Starlink-31403	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59187	2024-045K	Starlink-31514	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59188	2024-045L	Starlink-31478	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 4	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	443	445	43.00	-
S59189	2024-045M	Starlink-31498	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	443	445	43.00	-
S59190	2024-045N	Starlink-31563	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
S59191	2024-045P	Starlink-31551	2024 Mar 10	2024 Mar 10	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	[US]	-	-	-	-	-	2024 Oct 13	442	445	43.00	-
